ISO_Year,WeekOfYear,Neighborhood,Predicted,Actual,Error,AE
2024,4,CROSS COUNTRY,2,1,1,1
2024,4,CURTIS BAY,5,13,-8,8
2024,4,CURTIS BAY INDUSTRIAL AREA,1,1,0,0
2024,4,CYLBURN,2,2,0,0
2024,4,DOLFIELD,3,2,1,1
2024,4,DORCHESTER,2,3,-1,1
2024,4,DOWNTOWN,25,20,5,5
2024,4,DOWNTOWN WEST,2,8,-6,6
2024,4,DRUID HEIGHTS,2,1,1,1
2024,4,DUNBAR-BROADWAY,3,6,-3,3
2024,4,EAST BALTIMORE MIDWAY,4,6,-2,2
2024,4,EASTERWOOD,3,12,-9,9
2024,4,EDGEWOOD,2,2,0,0
2024,4,EDMONDSON VILLAGE,3,2,1,1
2024,4,EDNOR GARDENS-LAKESIDE,4,5,-1,1
2024,4,ELLWOOD PARK/MONUMENT,4,2,2,2
2024,4,EVERGREEN LAWN,1,2,-1,1
2024,4,EVESHAM PARK,1,2,-1,1
2024,4,FAIRFIELD AREA,2,1,1,1
2024,4,FALLSTAFF,2,6,-4,4
2024,4,FEDERAL HILL,4,4,0,0
2024,4,FELLS POINT,7,5,2,2
2024,4,FOREST PARK,2,1,1,1
2024,4,FRANKFORD,15,25,-10,10
2024,4,FRANKLIN SQUARE,4,13,-9,9
2024,4,FRANKLINTOWN,2,1,1,1
2024,4,FRANKLINTOWN ROAD,2,1,1,1
2024,4,GARWYN OAKS,1,2,-1,1
2024,4,GAY STREET,4,8,-4,4
2024,4,GLEN,4,2,2,2
2024,4,GLEN OAKS,3,2,1,1
2024,4,GRACELAND PARK,2,2,0,0
2024,4,GREEKTOWN,4,7,-3,3
2024,4,GREENMOUNT WEST,3,1,2,2
2024,4,GREENSPRING,3,4,-1,1
2024,4,GROVE PARK,2,1,1,1
2024,4,GUILFORD,3,1,2,2
2024,4,GWYNNS FALLS,2,2,0,0
2024,4,HAMILTON HILLS,7,4,3,3
2024,4,HAMPDEN,8,19,-11,11
2024,4,HANLON-LONGWOOD,3,4,-1,1
2024,4,HARLEM PARK,5,4,1,1
2024,4,HIGHLANDTOWN,4,5,-1,1
2024,4,HILLEN,2,2,0,0
2024,4,HOLLINS MARKET,3,1,2,2
2024,4,HOPKINS BAYVIEW,1,1,0,0
2024,4,HOWARD PARK,4,7,-3,3
2024,4,IDLEWOOD,2,1,1,1
2024,4,INNER HARBOR,7,9,-2,2
2024,4,IRVINGTON,4,8,-4,4
2024,4,JOHNS HOPKINS HOMEWOOD,2,1,1,1
2024,4,JOHNSTON SQUARE,3,4,-1,1
2024,4,JONESTOWN,3,3,0,0
2024,4,KENILWORTH PARK,1,1,0,0
2024,4,KERNEWOOD,1,1,0,0
2024,4,KRESSON,2,3,-1,1
2024,4,LAKELAND,5,7,-2,2
2024,4,LANGSTON HUGHES,2,2,0,0
2024,4,LAURAVILLE,3,3,0,0
2024,4,LEVINDALE,2,2,0,0
2024,4,LIBERTY SQUARE,2,2,0,0
2024,4,LITTLE ITALY,2,1,1,1
2024,4,LOCUST POINT,2,2,0,0
2024,4,LOCUST POINT INDUSTRIAL AREA,2,1,1,1
2024,4,LOYOLA/NOTRE DAME,1,1,0,0
2024,4,LUCILLE PARK,2,2,0,0
2024,4,MADISON PARK,2,1,1,1
2024,4,MADISON-EASTEND,2,4,-2,2
2024,4,MAYFIELD,1,1,0,0
2024,4,MCELDERRY PARK,4,8,-4,4
2024,4,MEDFIELD,2,1,1,1
2024,4,MEDFORD,1,1,0,0
2024,4,MID-TOWN BELVEDERE,5,8,-3,3
2024,4,MIDDLE EAST,2,4,-2,2
2024,4,MIDTOWN-EDMONDSON,2,2,0,0
2024,4,MILLHILL,3,8,-5,5
2024,4,MILTON-MONTFORD,1,2,-1,1
2024,4,MONDAWMIN,9,13,-4,4
2024,4,MORAVIA-WALTHER,1,1,0,0
2024,4,MORGAN PARK,1,1,0,0
2024,4,MORRELL PARK,5,2,3,3
2024,4,MOUNT HOLLY,2,1,1,1
2024,4,MOUNT VERNON,6,14,-8,8
2024,4,MOUNT WASHINGTON,2,1,1,1
2024,4,NORTH HARFORD ROAD,3,3,0,0
2024,4,NORTHWEST COMMUNITY ACTION,2,3,-1,1
2024,4,O'DONNELL HEIGHTS,2,2,0,0
2024,4,OAKENSHAWE,2,1,1,1
2024,4,OLD GOUCHER,3,3,0,0
2024,4,OLDTOWN,5,6,-1,1
2024,4,OLIVER,5,5,0,0
2024,4,ORANGEVILLE,2,1,1,1
2024,4,PANWAY/BRADDISH AVENUE,2,1,1,1
2024,4,PARK CIRCLE,3,3,0,0
2024,4,PARKLANE,2,1,1,1
2024,4,PARKSIDE,2,1,1,1
2024,4,PATTERSON PARK,7,1,6,6
2024,4,PATTERSON PLACE,2,5,-3,3
2024,4,PEN LUCY,2,3,-1,1
2024,4,PENN NORTH,4,5,-1,1
2024,4,PENN-FALLSWAY,2,4,-2,2
2024,4,PENROSE/FAYETTE STREET OUTREACH,5,3,2,2
2024,4,PERRING LOCH,3,2,1,1
2024,4,PIMLICO GOOD NEIGHBORS,2,1,1,1
2024,4,POPPLETON,3,3,0,0
2024,4,PULASKI INDUSTRIAL AREA,5,10,-5,5
2024,4,PURNELL,1,1,0,0
2024,4,RAMBLEWOOD,2,1,1,1
2024,4,REISTERSTOWN STATION,4,13,-9,9
2024,4,REMINGTON,2,1,1,1
2024,4,RESERVOIR HILL,4,6,-2,2
2024,4,RIDGELY'S DELIGHT,1,2,-1,1
2024,4,ROGNEL HEIGHTS,2,3,-1,1
2024,4,ROLAND PARK,2,1,1,1
2024,4,ROSEBANK,2,1,1,1
2024,4,ROSEMONT,4,2,2,2
2024,4,ROSEMONT EAST,2,1,1,1
2024,4,ROSEMONT HOMEOWNERS/TENANTS,3,1,2,2
2024,4,SAINT HELENA,1,1,0,0
2024,4,SAINT JOSEPHS,2,1,1,1
2024,4,SAINT PAUL,1,1,0,0
2024,4,SANDTOWN-WINCHESTER,9,4,5,5
2024,4,SETON BUSINESS PARK,2,1,1,1
2024,4,SETON HILL,3,1,2,2
2024,4,SHARP-LEADENHALL,2,1,1,1
2024,4,SHIPLEY HILL,2,7,-5,5
2024,4,SOUTH BALTIMORE,3,2,1,1
2024,4,SOUTH CLIFTON PARK,2,3,-1,1
2024,4,STONEWOOD-PENTWOOD-WINSTON,2,1,1,1
2024,4,TAYLOR HEIGHTS,1,1,0,0
2024,4,TEN HILLS,2,1,1,1
2024,4,TOWANDA-GRANTLEY,2,1,1,1
2024,4,TUSCANY-CANTERBURY,1,3,-2,2
2024,4,UNION SQUARE,2,3,-1,1
2024,4,UNIVERSITY OF MARYLAND,3,4,-1,1
2024,4,UPLANDS,2,2,0,0
2024,4,UPPER FELLS POINT,4,3,1,1
2024,4,UPTON,10,3,7,7
2024,4,VIOLETVILLE,4,4,0,0
2024,4,WAKEFIELD,2,1,1,1
2024,4,WALBROOK,3,4,-1,1
2024,4,WALTHERSON,4,3,1,1
2024,4,WASHINGTON HILL,4,7,-3,3
2024,4,WASHINGTON VILLAGE/PIGTOWN,7,11,-4,4
2024,4,WEST FOREST PARK,3,6,-3,3
2024,4,WESTFIELD,3,1,2,2
2024,4,WILSON PARK,1,1,0,0
2024,4,WINCHESTER,2,1,1,1
2024,4,WINDSOR HILLS,2,1,1,1
2024,4,WINSTON-GOVANS,2,2,0,0
2024,4,WOODBERRY,2,1,1,1
2024,4,WOODBOURNE-MCCABE,2,2,0,0
2024,4,WOODMERE,3,3,0,0
2024,4,WYMAN PARK,1,2,-1,1
2024,4,YALE HEIGHTS,2,4,-2,2
2024,5,ABELL,2,4,-2,2
2024,5,ALLENDALE,4,3,1,1
2024,5,ARLINGTON,2,3,-1,1
2024,5,ARMISTEAD GARDENS,4,1,3,3
2024,5,ASHBURTON,2,2,0,0
2024,5,BALTIMORE HIGHLANDS,4,2,2,2
2024,5,BARCLAY,4,2,2,2
2024,5,BARRE CIRCLE,1,1,0,0
2024,5,BAYVIEW,2,3,-1,1
2024,5,BEECHFIELD,2,2,0,0
2024,5,BELAIR-EDISON,15,17,-2,2
2024,5,BELVEDERE,1,2,-1,1
2024,5,BETTER WAVERLY,5,4,1,1
2024,5,BIDDLE STREET,2,1,1,1
2024,5,BOLTON HILL,4,3,1,1
2024,5,BOYD-BOOTH,2,1,1,1
2024,5,BREWERS HILL,2,4,-2,2
2024,5,BRIDGEVIEW/GREENLAWN,2,2,0,0
2024,5,BROADWAY EAST,4,5,-1,1
2024,5,BROENING MANOR,2,2,0,0
2024,5,BROOKLYN,13,21,-8,8
2024,5,CAMERON VILLAGE,2,1,1,1
2024,5,CANTON,8,9,-1,1
2024,5,CANTON INDUSTRIAL AREA,6,2,4,4
2024,5,CARE,3,6,-3,3
2024,5,CARROLL - CAMDEN INDUSTRIAL AREA,3,9,-6,6
2024,5,CARROLL-SOUTH HILTON,2,1,1,1
2024,5,CARROLLTON RIDGE,4,4,0,0
2024,5,CEDARCROFT,1,2,-1,1
2024,5,CEDMONT,3,3,0,0
2024,5,CENTRAL PARK HEIGHTS,7,8,-1,1
2024,5,CHARLES NORTH,3,1,2,2
2024,5,CHARLES VILLAGE,4,5,-1,1
2024,5,CHERRY HILL,6,10,-4,4
2024,5,CHESWOLDE,3,2,1,1
2024,5,CHINQUAPIN PARK,2,1,1,1
2024,5,CLIFTON PARK,1,3,-2,2
2024,5,COLDSTREAM HOMESTEAD MONTEBELLO,9,9,0,0
2024,5,CONCERNED CITIZENS OF FOREST PARK,1,4,-3,3
2024,5,COPPIN HEIGHTS/ASH-CO-EAST,2,4,-2,2
2024,5,CROSS COUNTRY,2,3,-1,1
2024,5,CURTIS BAY,5,6,-1,1
2024,5,CYLBURN,2,2,0,0
2024,5,DARLEY PARK,2,2,0,0
2024,5,DICKEYVILLE,1,1,0,0
2024,5,DOLFIELD,3,3,0,0
2024,5,DORCHESTER,2,2,0,0
2024,5,DOWNTOWN,24,28,-4,4
2024,5,DOWNTOWN WEST,2,4,-2,2
2024,5,DUNBAR-BROADWAY,3,5,-2,2
2024,5,EAST ARLINGTON,2,1,1,1
2024,5,EAST BALTIMORE MIDWAY,4,8,-4,4
2024,5,EASTERWOOD,3,4,-1,1
2024,5,EDGEWOOD,2,1,1,1
2024,5,EDMONDSON VILLAGE,3,6,-3,3
2024,5,EDNOR GARDENS-LAKESIDE,4,6,-2,2
2024,5,ELLWOOD PARK/MONUMENT,4,7,-3,3
2024,5,EVERGREEN LAWN,1,3,-2,2
2024,5,EVESHAM PARK,1,1,0,0
2024,5,FALLSTAFF,2,3,-1,1
2024,5,FEDERAL HILL,4,2,2,2
2024,5,FELLS POINT,7,11,-4,4
2024,5,FOREST PARK,2,5,-3,3
2024,5,FOUR BY FOUR,2,2,0,0
2024,5,FRANKFORD,14,16,-2,2
2024,5,FRANKLIN SQUARE,4,4,0,0
2024,5,FRANKLINTOWN,2,2,0,0
2024,5,FRANKLINTOWN ROAD,2,3,-1,1
2024,5,GARWYN OAKS,1,1,0,0
2024,5,GAY STREET,4,3,1,1
2024,5,GLEN,5,4,1,1
2024,5,GLEN OAKS,3,2,1,1
2024,5,GREEKTOWN,4,3,1,1
2024,5,GREENSPRING,3,6,-3,3
2024,5,GROVE PARK,2,2,0,0
2024,5,GWYNNS FALLS,2,3,-1,1
2024,5,HAMILTON HILLS,7,13,-6,6
2024,5,HAMPDEN,7,10,-3,3
2024,5,HANLON-LONGWOOD,3,4,-1,1
2024,5,HARLEM PARK,5,7,-2,2
2024,5,HARWOOD,2,3,-1,1
2024,5,HIGHLANDTOWN,4,6,-2,2
2024,5,HILLEN,2,2,0,0
2024,5,HOLLINS MARKET,3,3,0,0
2024,5,HOMELAND,2,2,0,0
2024,5,HOPKINS BAYVIEW,1,1,0,0
2024,5,HOWARD PARK,4,2,2,2
2024,5,IDLEWOOD,2,2,0,0
2024,5,INNER HARBOR,7,15,-8,8
2024,5,IRVINGTON,3,4,-1,1
2024,5,JOHNSTON SQUARE,3,3,0,0
2024,5,KENILWORTH PARK,1,2,-1,1
2024,5,KERNEWOOD,1,1,0,0
2024,5,KRESSON,1,3,-2,2
2024,5,LAKE WALKER,2,1,1,1
2024,5,LAKELAND,5,6,-1,1
2024,5,LAURAVILLE,3,1,2,2
2024,5,LEVINDALE,2,1,1,1
2024,5,LIBERTY SQUARE,2,1,1,1
2024,5,LOCH RAVEN,3,11,-8,8
2024,5,LUCILLE PARK,2,1,1,1
2024,5,MADISON PARK,2,1,1,1
2024,5,MADISON-EASTEND,2,1,1,1
2024,5,MCELDERRY PARK,4,9,-5,5
2024,5,MEDFORD,1,2,-1,1
2024,5,MID-GOVANS,2,1,1,1
2024,5,MID-TOWN BELVEDERE,5,5,0,0
2024,5,MIDDLE EAST,2,4,-2,2
2024,5,MIDTOWN-EDMONDSON,2,1,1,1
2024,5,MILLHILL,3,4,-1,1
2024,5,MONDAWMIN,9,9,0,0
2024,5,MORGAN PARK,1,1,0,0
2024,5,MORRELL PARK,5,8,-3,3
2024,5,MOUNT VERNON,6,12,-6,6
2024,5,MOUNT WASHINGTON,2,1,1,1
2024,5,MOUNT WINANS,1,2,-1,1
2024,5,NEW NORTHWOOD,4,8,-4,4
2024,5,NORTH HARFORD ROAD,3,4,-1,1
2024,5,NORTHWEST COMMUNITY ACTION,2,5,-3,3
2024,5,O'DONNELL HEIGHTS,2,1,1,1
2024,5,OAKENSHAWE,1,1,0,0
2024,5,OLD GOUCHER,3,3,0,0
2024,5,OLDTOWN,5,3,2,2
2024,5,OLIVER,5,5,0,0
2024,5,ORANGEVILLE INDUSTRIAL AREA,1,1,0,0
2024,5,ORIGINAL NORTHWOOD,2,1,1,1
2024,5,OTTERBEIN,2,6,-4,4
2024,5,OVERLEA,1,1,0,0
2024,5,PANWAY/BRADDISH AVENUE,1,2,-1,1
2024,5,PARK CIRCLE,3,3,0,0
2024,5,PARKLANE,2,4,-2,2
2024,5,PARKSIDE,2,3,-1,1
2024,5,PATTERSON PARK,7,1,6,6
2024,5,PATTERSON PLACE,2,3,-1,1
2024,5,PEN LUCY,2,1,1,1
2024,5,PENN NORTH,4,5,-1,1
2024,5,PENN-FALLSWAY,2,1,1,1
2024,5,PENROSE/FAYETTE STREET OUTREACH,5,5,0,0
2024,5,PERRING LOCH,3,2,1,1
2024,5,PIMLICO GOOD NEIGHBORS,2,2,0,0
2024,5,POPPLETON,3,2,1,1
2024,5,PULASKI INDUSTRIAL AREA,5,7,-2,2
2024,5,PURNELL,1,2,-1,1
2024,5,RADNOR-WINSTON,2,1,1,1
2024,5,RAMBLEWOOD,2,3,-1,1
2024,5,REISTERSTOWN STATION,4,7,-3,3
2024,5,REMINGTON,2,2,0,0
2024,5,RESERVOIR HILL,4,4,0,0
2024,5,RICHNOR SPRINGS,1,1,0,0
2024,5,RIDGELY'S DELIGHT,1,1,0,0
2024,5,RIVERSIDE,4,2,2,2
2024,5,ROGNEL HEIGHTS,2,2,0,0
2024,5,ROLAND PARK,2,1,1,1
2024,5,ROSEMONT,4,2,2,2
2024,5,ROSEMONT HOMEOWNERS/TENANTS,3,3,0,0
2024,5,SAINT HELENA,1,2,-1,1
2024,5,SAINT JOSEPHS,2,2,0,0
2024,5,SANDTOWN-WINCHESTER,9,10,-1,1
2024,5,SETON BUSINESS PARK,2,1,1,1
2024,5,SETON HILL,3,5,-2,2
2024,5,SHARP-LEADENHALL,2,1,1,1
2024,5,SOUTH BALTIMORE,3,6,-3,3
2024,5,SOUTH CLIFTON PARK,2,2,0,0
2024,5,STONEWOOD-PENTWOOD-WINSTON,2,1,1,1
2024,5,TEN HILLS,2,3,-1,1
2024,5,TOWANDA-GRANTLEY,2,1,1,1
2024,5,TREMONT,1,1,0,0
2024,5,TUSCANY-CANTERBURY,1,2,-1,1
2024,5,UNION SQUARE,2,4,-2,2
2024,5,UNIVERSITY OF MARYLAND,3,1,2,2
2024,5,UPPER FELLS POINT,4,4,0,0
2024,5,UPTON,9,12,-3,3
2024,5,VIOLETVILLE,4,2,2,2
2024,5,WAKEFIELD,2,2,0,0
2024,5,WALBROOK,3,4,-1,1
2024,5,WALTHERSON,4,7,-3,3
2024,5,WASHINGTON HILL,4,7,-3,3
2024,5,WASHINGTON VILLAGE/PIGTOWN,8,11,-3,3
2024,5,WAVERLY,2,2,0,0
2024,5,WEST ARLINGTON,2,4,-2,2
2024,5,WEST FOREST PARK,3,3,0,0
2024,5,WEST HILLS,2,1,1,1
2024,5,WESTPORT,2,3,-1,1
2024,5,WILHELM PARK,1,2,-1,1
2024,5,WILSON PARK,1,1,0,0
2024,5,WINSTON-GOVANS,2,4,-2,2
2024,5,WOODBERRY,2,1,1,1
2024,5,WOODBOURNE HEIGHTS,2,3,-1,1
2024,5,WOODBOURNE-MCCABE,2,1,1,1
2024,5,WOODMERE,3,1,2,2
2024,5,WYMAN PARK,2,1,1,1
2024,5,YALE HEIGHTS,2,3,-1,1
2024,5,YORK-HOMELAND,1,1,0,0
2024,6,ABELL,2,1,1,1
2024,6,ALLENDALE,4,8,-4,4
2024,6,ARLINGTON,2,3,-1,1
2024,6,ARMISTEAD GARDENS,4,2,2,2
2024,6,ASHBURTON,2,1,1,1
2024,6,BALTIMORE HIGHLANDS,4,6,-2,2
2024,6,BARCLAY,4,4,0,0
2024,6,BAYVIEW,2,4,-2,2
2024,6,BEECHFIELD,2,4,-2,2
2024,6,BELAIR-EDISON,15,9,6,6
2024,6,BELAIR-PARKSIDE,1,1,0,0
2024,6,BELVEDERE,1,2,-1,1
2024,6,BEREA,3,6,-3,3
2024,6,BETTER WAVERLY,5,3,2,2
2024,6,BEVERLY HILLS,1,1,0,0
2024,6,BIDDLE STREET,2,2,0,0
2024,6,BOLTON HILL,4,3,1,1
2024,6,BREWERS HILL,2,1,1,1
2024,6,BRIDGEVIEW/GREENLAWN,2,1,1,1
2024,6,BROADWAY EAST,4,6,-2,2
2024,6,BROENING MANOR,2,1,1,1
2024,6,BROOKLYN,14,16,-2,2
2024,6,CALLAWAY-GARRISON,2,2,0,0
2024,6,CAMERON VILLAGE,2,1,1,1
2024,6,CANTON,8,16,-8,8
2024,6,CANTON INDUSTRIAL AREA,5,4,1,1
2024,6,CARE,3,7,-4,4
2024,6,CARROLL - CAMDEN INDUSTRIAL AREA,3,4,-1,1
2024,6,CARROLL-SOUTH HILTON,2,2,0,0
2024,6,CARROLLTON RIDGE,4,3,1,1
2024,6,CEDARCROFT,1,2,-1,1
2024,6,CEDONIA,2,1,1,1
2024,6,CENTRAL PARK HEIGHTS,6,5,1,1
2024,6,CHARLES NORTH,3,3,0,0
2024,6,CHARLES VILLAGE,4,4,0,0
2024,6,CHERRY HILL,5,6,-1,1
2024,6,CHESWOLDE,2,1,1,1
2024,6,CHINQUAPIN PARK,2,1,1,1
2024,6,CLIFTON PARK,1,3,-2,2
2024,6,COLDSPRING,1,1,0,0
2024,6,COLDSTREAM HOMESTEAD MONTEBELLO,9,8,1,1
2024,6,CONCERNED CITIZENS OF FOREST PARK,1,3,-2,2
2024,6,COPPIN HEIGHTS/ASH-CO-EAST,2,1,1,1
2024,6,CROSS KEYS,1,1,0,0
2024,6,CURTIS BAY,5,9,-4,4
2024,6,DARLEY PARK,2,1,1,1
2024,6,DOLFIELD,3,3,0,0
2024,6,DOWNTOWN,25,33,-8,8
2024,6,DOWNTOWN WEST,2,4,-2,2
2024,6,DRUID HEIGHTS,2,1,1,1
2024,6,DUNBAR-BROADWAY,3,3,0,0
2024,6,EAST ARLINGTON,2,2,0,0
2024,6,EAST BALTIMORE MIDWAY,3,6,-3,3
2024,6,EASTERWOOD,2,1,1,1
2024,6,EASTWOOD,1,1,0,0
2024,6,EDGEWOOD,2,2,0,0
2024,6,EDMONDSON VILLAGE,3,4,-1,1
2024,6,EDNOR GARDENS-LAKESIDE,4,7,-3,3
2024,6,ELLWOOD PARK/MONUMENT,4,3,1,1
2024,6,EVERGREEN LAWN,1,1,0,0
2024,6,EVESHAM PARK,1,1,0,0
2024,6,FAIRFIELD AREA,2,1,1,1
2024,6,FALLSTAFF,2,3,-1,1
2024,6,FEDERAL HILL,4,3,1,1
2024,6,FELLS POINT,7,7,0,0
2024,6,FOREST PARK,2,2,0,0
2024,6,FOUR BY FOUR,2,4,-2,2
2024,6,FRANKFORD,13,24,-11,11
2024,6,FRANKLIN SQUARE,4,11,-7,7
2024,6,FRANKLINTOWN,2,1,1,1
2024,6,FRANKLINTOWN ROAD,2,1,1,1
2024,6,GAY STREET,4,5,-1,1
2024,6,GLEN,4,6,-2,2
2024,6,GLEN OAKS,3,3,0,0
2024,6,GRACELAND PARK,2,1,1,1
2024,6,GREEKTOWN,4,3,1,1
2024,6,GREENMOUNT WEST,3,4,-1,1
2024,6,GROVE PARK,2,4,-2,2
2024,6,GUILFORD,3,4,-1,1
2024,6,GWYNNS FALLS,2,1,1,1
2024,6,HAMILTON HILLS,7,4,3,3
2024,6,HAMPDEN,7,7,0,0
2024,6,HANLON-LONGWOOD,3,2,1,1
2024,6,HARLEM PARK,5,2,3,3
2024,6,HARWOOD,2,3,-1,1
2024,6,HERITAGE CROSSING,2,1,1,1
2024,6,HIGHLANDTOWN,4,4,0,0
2024,6,HILLEN,2,1,1,1
2024,6,HOES HEIGHTS,1,1,0,0
2024,6,HOLLINS MARKET,3,2,1,1
2024,6,HOMELAND,2,4,-2,2
2024,6,HOPKINS BAYVIEW,1,1,0,0
2024,6,HOWARD PARK,3,4,-1,1
2024,6,HUNTING RIDGE,2,1,1,1
2024,6,INNER HARBOR,7,15,-8,8
2024,6,IRVINGTON,3,4,-1,1
2024,6,JOHNSTON SQUARE,3,1,2,2
2024,6,JONESTOWN,3,2,1,1
2024,6,KENILWORTH PARK,1,1,0,0
2024,6,KRESSON,2,2,0,0
2024,6,LAKE WALKER,2,2,0,0
2024,6,LAKELAND,5,11,-6,6
2024,6,LAURAVILLE,3,3,0,0
2024,6,LEVINDALE,2,2,0,0
2024,6,LIBERTY SQUARE,2,2,0,0
2024,6,LOCH RAVEN,3,6,-3,3
2024,6,LOCUST POINT,2,1,1,1
2024,6,LOCUST POINT INDUSTRIAL AREA,1,2,-1,1
2024,6,LUCILLE PARK,2,1,1,1
2024,6,MADISON PARK,2,2,0,0
2024,6,MADISON-EASTEND,2,2,0,0
2024,6,MCELDERRY PARK,4,9,-5,5
2024,6,MEDFIELD,2,1,1,1
2024,6,MID-GOVANS,2,6,-4,4
2024,6,MID-TOWN BELVEDERE,5,5,0,0
2024,6,MIDDLE EAST,2,13,-11,11
2024,6,MIDTOWN-EDMONDSON,2,1,1,1
2024,6,MILLHILL,3,1,2,2
2024,6,MONDAWMIN,9,10,-1,1
2024,6,MORAVIA-WALTHER,1,1,0,0
2024,6,MORGAN PARK,1,1,0,0
2024,6,MORRELL PARK,5,4,1,1
2024,6,MOSHER,2,1,1,1
